SubjectID,StimulusType,response,RT
1,1,1,645
1,0,0,0
1,1,1,372
1,1,1,406
1,1,1,322
1,1,1,389
1,1,1,373
1,1,1,370
1,1,1,370
1,1,1,288
1,0,0,0
1,1,1,340
1,1,1,559
1,0,0,0
1,1,1,339
1,1,1,322
1,1,1,473
1,1,1,338
1,1,1,422
1,1,1,271
1,0,1,339
1,1,1,289
1,1,1,305
1,1,1,306
1,0,0,0
1,1,1,355
1,1,1,372
1,0,0,0
1,1,1,322
1,1,1,357
1,1,1,339
1,1,1,321
1,1,1,238
1,1,1,288
1,1,1,271
1,1,1,254
1,1,1,272
1,1,1,321
1,1,1,254
1,1,1,270
1,1,1,338
1,1,1,321
1,1,1,304
1,1,1,337
1,0,0,0
1,0,0,0
1,0,0,0
1,1,1,289
1,1,1,338
1,1,1,322
1,1,1,322
1,0,0,0
1,0,0,0
1,0,0,0
1,1,1,288
1,1,1,286
1,1,1,322
1,1,1,389
1,0,0,0
1,1,1,559
1,1,1,357
1,1,1,340
1,1,1,356
1,1,1,303
1,1,1,322
1,1,1,322
1,0,0,0
1,1,1,355
1,1,1,320
1,1,1,322
1,1,1,288
1,1,1,271
1,1,1,271
1,1,1,322
1,1,1,304
1,1,1,305
1,1,1,354
1,1,1,373
1,1,1,290
1,1,1,356
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1,1,492
1,1,1,424
1,1,1,320
1,1,1,303
1,1,1,543
1,0,0,0
1,1,1,305
1,1,1,322
1,1,1,271
1,1,1,305
1,1,1,323
1,1,1,321
1,0,0,0
1,1,1,288
1,1,1,320
1,1,1,305
