SubjectID,StimulusType,response,RT
0,1,1,740
0,1,1,691
0,1,1,628
0,0,0,0
0,1,1,462
0,1,1,447
0,1,1,476
0,1,1,480
0,1,1,412
0,1,1,432
0,1,1,478
0,1,1,493
0,1,1,414
0,1,1,413
0,1,1,414
0,1,1,378
0,0,0,0
0,1,1,317
0,0,0,0
0,1,1,347
0,1,1,443
0,1,1,445
0,1,1,446
0,1,1,464
0,1,1,462
0,1,1,397
0,1,1,478
0,0,0,0
0,0,0,0
0,1,1,362
0,1,1,414
0,1,1,379
0,1,1,581
0,1,1,428
0,1,1,447
0,0,0,0
0,0,0,0
0,1,1,482
0,1,1,464
0,0,0,0
0,0,0,0
0,1,1,446
0,1,1,414
0,1,1,331
0,1,1,411
0,0,0,0
0,1,1,546
0,1,1,377
0,0,0,0
0,1,1,429
0,1,1,511
0,0,0,0
0,0,0,0
0,1,1,426
0,1,1,561
0,1,1,430
0,1,1,479
0,1,1,508
0,1,1,459
0,1,1,413
0,1,1,382
0,0,0,0
0,1,1,416
0,1,1,642
0,1,1,481
0,1,1,596
0,1,1,378
0,1,1,345
0,1,1,447
0,0,1,445
0,1,1,577
0,1,1,611
0,0,0,0
0,1,1,461
0,1,1,428
0,0,0,0
0,1,1,412
0,1,1,414
0,1,1,446
0,1,1,412
0,1,1,430
0,1,1,395
0,1,1,479
0,1,1,393
0,1,1,382
0,0,0,0
0,1,1,363
0,1,1,527
0,1,1,414
0,1,1,350
0,0,0,0
0,1,1,496
0,1,1,348
0,1,1,347
0,1,1,527
0,1,1,362
0,1,1,413
0,1,1,364
0,1,1,446
0,0,0,0
